iter	RMSE
447	0.04084682901
448	0.04082849468
449	0.04080193684
450	0.0407801014
451	0.04077046272
452	0.04074603217
453	0.04071595975
454	0.04071146216
455	0.04067847616
456	0.04065934055
457	0.04062220346
458	0.04061397465
459	0.04061233636
460	0.04057375058
461	0.04055631106
462	0.04054199962
463	0.04051157094
464	0.04049381435
465	0.04048668216
466	0.04045372221
467	0.04043621324
468	0.04041486573
469	0.04038858611
470	0.0403725891
471	0.04036934826
472	0.04036809327
473	0.04032809933
474	0.04029280372
475	0.04024287386
476	0.04023951876
477	0.04022448813
478	0.04021488163
479	0.04019601381
480	0.04018476992
481	0.04017720722
482	0.04017534577
483	0.04014718526
484	0.04013091476
485	0.04009774471
486	0.04008742124
487	0.04007747583
488	0.04003476632
489	0.04001267471
490	0.03999631276
491	0.03998938023
492	0.03998765844
493	0.03996260406
494	0.03992483972
495	0.03990666831
496	0.03988098094
497	0.03985163717
498	0.03982553981
499	0.03977180823
500	0.03975676894
501	0.0397322711
502	0.03972720451
503	0.03970523397
504	0.03968750208
505	0.03967625151
506	0.03963756547
507	0.03961625399
508	0.03956812627
509	0.03954710264
510	0.03953213626
511	0.03951548897
512	0.03949454592
513	0.03947823163
514	0.03947111521
515	0.03944785702
516	0.03941939689
517	0.03940392244
518	0.03938449162
519	0.03936116328
520	0.03935182142
521	0.03932960951
522	0.0393203286
523	0.03929453455
524	0.03928934515
525	0.03927743699
526	0.03925815778
527	0.03921349702
528	0.03919140451
529	0.0391788224
530	0.03916129891
531	0.03914089159
532	0.03912477291
533	0.0391087727
534	0.03908992663
535	0.03906773682
536	0.03906089053
537	0.03902704766
538	0.03900696325
539	0.03898413925
540	0.03897412327
541	0.03895895353
542	0.03895792225
543	0.03893959715
544	0.03893202642
545	0.03889042202
546	0.0388634877
547	0.03885031599
548	0.03881025508
549	0.03878319378
550	0.03876237035
551	0.03874714988
552	0.03873758333
553	0.03873539168
554	0.03871044686
555	0.03869511981
556	0.03867041131
557	0.038665785
558	0.038645207
559	0.03862867891
560	0.03860953962
561	0.03859756933
562	0.03858711854
563	0.03855306159
564	0.03853655343
565	0.03852350252
566	0.03852230978
567	0.03851006121
568	0.03848303115
569	0.03846339471
570	0.03844760326
571	0.03844109616
572	0.03843462405
573	0.0384205374
574	0.03839441893
575	0.03838755526
576	0.03835645959
577	0.0383281248
578	0.03829739028
579	0.03828013123
580	0.03827193614
581	0.0382503748
582	0.03823929556
583	0.03821542872
584	0.03821375264
585	0.03818680978
586	0.03818595967
587	0.03816562307
588	0.03815847215
589	0.03814814852
590	0.03812122685
591	0.03811506243
592	0.03810451804
593	0.03808738628
594	0.03807745683
595	0.0380549976
596	0.03803739533
597	0.03801673675
598	0.03800078765
599	0.03796782309
600	0.03794019118
601	0.03792763113
602	0.03792596189
603	0.0379131155
604	0.03790793506
605	0.03789056055
606	0.03788504661
607	0.03787719718
608	0.03786334906
609	0.03782486761
610	0.03781416437
611	0.03780056192
612	0.03779963751
613	0.0377991576
614	0.03776332335
615	0.03776247037
616	0.03774192722
617	0.03772538122
618	0.03770804416
619	0.03768409849
620	0.03765445306
621	0.03762828462
622	0.0376154782
623	0.03759590458
624	0.03758705906
625	0.03756344203
626	0.03754190858
627	0.03751712487
628	0.03749443767
629	0.03748978567
630	0.03747984008
631	0.03747752307
632	0.03745361974
633	0.03742068324
634	0.03739952091
635	0.03739344658
636	0.03737022017
637	0.03735803022
638	0.03734187447
639	0.03730394492
640	0.03728403353
641	0.03724624821
642	0.03723657677
643	0.03723555978
644	0.03721790919
645	0.03720645925
646	0.03720191659
647	0.03718781925
648	0.03717902851
649	0.03717051121
650	0.03714021049
651	0.03711466829
652	0.03710900876
653	0.03709048458
654	0.03706553485
655	0.03704748278
656	0.03702254001
657	0.03702166995
658	0.03701799057
659	0.03701508001
660	0.03700308858
661	0.03698917583
662	0.03698296595
663	0.03697356436
664	0.03695588626
665	0.03695173217
666	0.03692308047
667	0.03691383332
668	0.03689638626
669	0.03687486059
670	0.03685520372
671	0.03683732653
672	0.03683362736
673	0.03682562577
674	0.03680343475
675	0.03680136408
676	0.03678054663
677	0.03675799588
678	0.03675280236
679	0.03672918938
680	0.03671788744
681	0.03671720148
682	0.03668669856
683	0.0366722331
684	0.03664789636
685	0.03662531817
686	0.03661039122
687	0.03658015697
688	0.03656976656
689	0.03653456823
690	0.03652523801
691	0.03651947372
692	0.03650941719
693	0.03650398917
694	0.03649264039
695	0.03647347606
696	0.03646491734
697	0.03643773854
698	0.03641836778
699	0.03640244023
700	0.03639858811
701	0.03638555374
702	0.03638522677
703	0.0363771157
704	0.03637013459
705	0.03634394757
706	0.03633694136
707	0.03632154668
708	0.03631258001
709	0.03629799627
710	0.03628602
711	0.03625946535
712	0.03623347482
713	0.03622751977
714	0.03621490634
715	0.03619571903
716	0.03618823043
717	0.0361753538
718	0.03616642642
719	0.03615718357
720	0.03614028672
721	0.03611954049
722	0.03609980188
723	0.03608796505
724	0.03605905256
725	0.03603059949
726	0.03600493938
727	0.03599302814
728	0.03597091719
729	0.03594694641
730	0.03593411094
731	0.03591668918
732	0.03589028341
733	0.03588115246
734	0.03585897099
735	0.03583751205
736	0.03582681824
737	0.03581247022
738	0.03580439481
739	0.03579465043
740	0.0357731538
741	0.03576363488
742	0.03575333788
743	0.03574318473
744	0.03572288427
745	0.03571489525
746	0.03569976719
747	0.03569691834
748	0.03569016497
749	0.0356714727
750	0.0356546327
751	0.03564082328
752	0.0356218668
753	0.03560403032
754	0.03557681244
755	0.03554200735
756	0.03553388487
757	0.03552448781
758	0.03550303656
759	0.03548669612
760	0.03545148114
761	0.03543183
762	0.03542769417
763	0.03541927336
764	0.03541125255
765	0.03538553052
766	0.03538099912
767	0.03537022334
768	0.03536141888
769	0.0353409278
770	0.03531955443
771	0.03530298451
772	0.03530265605
773	0.0352840422
774	0.03528371872
775	0.03527463617
776	0.03524771262
777	0.03524096174
778	0.03523296723
779	0.03521595229
780	0.03520676878
781	0.03519153845
782	0.03516522187
783	0.03514600062
784	0.03511994498
785	0.03510775693
786	0.03510442787
787	0.03508088623
788	0.03506243174
789	0.03504622914
790	0.03503096504
791	0.03502501727
792	0.03500814368
793	0.03500343745
794	0.03498196822
795	0.03496783781
796	0.03495882551
797	0.03494749732
798	0.03492813492
799	0.03491416494
800	0.03490606282
801	0.03488962923
802	0.03488311598
803	0.03485771765
804	0.03483289043
805	0.03482085061
806	0.03481483324
807	0.03479607926
808	0.03477171944
809	0.03476070868
810	0.03474972534
811	0.03473408793
812	0.03471378786
813	0.03470719663
814	0.03468892318
815	0.03467497212
816	0.03466478486
817	0.03466294293
818	0.03465487971
819	0.03463454485
820	0.03461925039
821	0.03460845727
822	0.03458851777
823	0.03457158354
824	0.0345573314
825	0.03455144809
826	0.0345460399
827	0.03454391612
828	0.03453516093
829	0.03451713216
830	0.03449236745
831	0.03447597387
832	0.0344720589
833	0.03446363504
834	0.03445422138
835	0.03443796754
836	0.03443517393
837	0.03442837039
838	0.03442043155
839	0.03440058593
840	0.03439896567
841	0.03439842646
842	0.03439179343
843	0.03437513611
844	0.03436193641
845	0.034359286
846	0.03434815437
847	0.03431388699
848	0.0342950328
849	0.03426610262
850	0.03424005381
851	0.03423219884
852	0.03422351846
853	0.03420179396
854	0.03418820856
855	0.03418180451
856	0.0341812837
857	0.03416949758
858	0.03416568151
859	0.03415641016
860	0.03415594864
861	0.03413910823
862	0.03412879473
863	0.03411059556
864	0.03410199352
865	0.03409917234
866	0.03408520512
867	0.03408312238
868	0.03407567581
869	0.03406717547
870	0.03405304343
871	0.03403916635
872	0.03403509567
873	0.03400816183
874	0.03399102947
875	0.03397416034
876	0.03396691275
877	0.03395807114
878	0.03394931672
879	0.03393601657
880	0.03391629607
881	0.03390201366
882	0.03389578237
883	0.03387981143
884	0.03387841215
885	0.03387126462
886	0.03386855182
887	0.03386536094
888	0.03385034485
889	0.03384897474
890	0.03382916973
891	0.03380972771
892	0.0337906708
893	0.03378021461
894	0.03377212131
895	0.03376709865
896	0.03376206206
897	0.03375563583
898	0.03374875004
899	0.03374013211
900	0.03371697336
901	0.033689793
902	0.03368369276
903	0.03366450319
904	0.03363890841
905	0.03361927646
906	0.03361688039
907	0.03360778985
908	0.0335940443
909	0.03357996829
910	0.03355827184
911	0.03354926053
912	0.03353160853
913	0.03352282718
914	0.03351222206
915	0.03349715112
916	0.03347672933
917	0.03347143264
918	0.03345587214
919	0.03344915938
920	0.03343763043
921	0.03342731908
922	0.03341286316
923	0.03340985201
924	0.03338313127
925	0.03337013582
926	0.03335448424
927	0.03333677703
928	0.03332312966
929	0.03330033873
930	0.03328503554
931	0.03327598761
932	0.03326215281
933	0.03325620228
934	0.03324196928
935	0.03323257803
936	0.03323207387
937	0.0332175187
938	0.03321163349
939	0.03320140425
940	0.03317333931
941	0.03316292833
942	0.03314040927
943	0.03313930309
944	0.03313081363
945	0.03311196986
946	0.03309120803
947	0.03306583554
948	0.03304607086
949	0.03304191132
950	0.03303249013
951	0.03301624905
952	0.03300039562
953	0.03299992396
954	0.03298431175
955	0.0329836521
956	0.03297884652
957	0.0329676918
958	0.03296714586
959	0.03295763411
960	0.03294871851
961	0.03293248818
962	0.03292207724
963	0.03290081345
964	0.03289446548
965	0.03287193948
966	0.03285920596
967	0.03285838062
968	0.032844409
969	0.03283509395
970	0.03281808168
971	0.03281767312
972	0.03281159397
973	0.03280161325
974	0.03279639163
975	0.03278551639
976	0.03276507519
977	0.03275703189
978	0.0327405974
979	0.03272510493
980	0.03270810685
981	0.03270121821
982	0.03268646555
983	0.03267411023
984	0.03264443263
985	0.03264010077
986	0.03263447548
987	0.03262812179
988	0.03261424499
989	0.03260340724
990	0.03258451526
991	0.03258369986
992	0.0325754643
993	0.03257069187
994	0.03256986598
995	0.03256873221
996	0.03256364254
997	0.03255749206
998	0.03253832839
999	0.03251843326
